scheme,department,state,district,fy,allocation_cr,released_cr,spent_cr,beneficiaries,utilisation_pct
MGNREGS,Rural Development,Gujarat,Surat,2022-23,654.12,592.5,493.75,234531,75.5
MGNREGS,Rural Development,Gujarat,Surat,2023-24,791.42,723.63,702.31,309016,88.7
MGNREGS,Rural Development,Gujarat,Surat,2024-25,1000.9,834.31,559.89,475907,55.9
MGNREGS,Rural Development,Gujarat,Surat,2025-26,1388.56,1286.75,1125.38,908182,81
MGNREGS,Rural Development,Maharashtra,Nagpur,2019-20,465.76,425.04,346.62,285615,74.4
MGNREGS,Rural Development,Maharashtra,Nagpur,2020-21,502.71,403.12,374.64,50202,74.5
MGNREGS,Rural Development,Maharashtra,Nagpur,2021-22,564.58,503.6,419.02,203644,74.2
MGNREGS,Rural Development,Maharashtra,Nagpur,2022-23,610.35,591.23,510.77,190517,83.7
MGNREGS,Rural Development,Maharashtra,Nagpur,2023-24,735.87,624.46,566.99,263083,77.1
MGNREGS,Rural Development,Maharashtra,Nagpur,2024-25,967.29,867.02,618.09,411030,63.9
MGNREGS,Rural Development,Maharashtra,Nagpur,2025-26,1367.89,1367.89,1086.46,475869,79.4
